"cell","schedule","yr","p_free"
"20 head, R0 3","18-month immunity, annual whole-herd booster",48,0.996666666666667
"20 head, R0 3","18-month immunity, annual whole-herd booster",49,0.996666666666667
"20 head, R0 3","18-month immunity, annual whole-herd booster",50,0.996666666666667
"20 head, R0 3","18-month immunity, annual whole-herd booster",51,0.996666666666667
"20 head, R0 3","18-month immunity, annual whole-herd booster",52,0.996666666666667
"20 head, R0 3","18-month immunity, annual whole-herd booster",53,0.996666666666667
"20 head, R0 3","18-month immunity, annual whole-herd booster",54,0.996666666666667
"20 head, R0 3","18-month immunity, annual whole-herd booster",55,0.996666666666667
"20 head, R0 3","18-month immunity, annual whole-herd booster",56,0.996666666666667
"20 head, R0 3","18-month immunity, annual whole-herd booster",57,0.996666666666667
"20 head, R0 3","18-month immunity, annual whole-herd booster",58,1
"20 head, R0 3","18-month immunity, annual whole-herd booster",59,1
"20 head, R0 3","18-month immunity, annual whole-herd booster",60,1
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",0,0
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",1,0
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",2,0
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",3,0
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",4,0
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",5,0.00333333333333333
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",6,0.0133333333333333
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",7,0.0233333333333333
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",8,0.0466666666666667
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",9,0.0766666666666667
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",10,0.103333333333333
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",11,0.123333333333333
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",12,0.163333333333333
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",13,0.206666666666667
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",14,0.24
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",15,0.296666666666667
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",16,0.363333333333333
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",17,0.42
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",18,0.483333333333333
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",19,0.57
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",20,0.633333333333333
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",21,0.68
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",22,0.716666666666667
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",23,0.746666666666667
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",24,0.783333333333333
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",25,0.816666666666667
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",26,0.853333333333333
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",27,0.866666666666667
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",28,0.876666666666667
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",29,0.903333333333333
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",30,0.916666666666667
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",31,0.926666666666667
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",32,0.936666666666667
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",33,0.94
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",34,0.95
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",35,0.966666666666667
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",36,0.97
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",37,0.98
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",38,0.99
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",39,0.993333333333333
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",40,0.993333333333333
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",41,0.993333333333333
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",42,0.996666666666667
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",43,0.996666666666667
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",44,0.996666666666667
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",45,0.996666666666667
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",46,0.996666666666667
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",47,0.996666666666667
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",48,1
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",49,1
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",50,1
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",51,1
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",52,1
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",53,1
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",54,1
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",55,1
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",56,1
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",57,1
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",58,1
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",59,1
"20 head, R0 3","18-month immunity, six-monthly whole-herd booster",60,1
"100 head, R0 2","No vaccination (status quo)",0,0
"100 head, R0 2","No vaccination (status quo)",1,0
"100 head, R0 2","No vaccination (status quo)",2,0
"100 head, R0 2","No vaccination (status quo)",3,0
"100 head, R0 2","No vaccination (status quo)",4,0
"100 head, R0 2","No vaccination (status quo)",5,0
"100 head, R0 2","No vaccination (status quo)",6,0
"100 head, R0 2","No vaccination (status quo)",7,0
"100 head, R0 2","No vaccination (status quo)",8,0
"100 head, R0 2","No vaccination (status quo)",9,0
"100 head, R0 2","No vaccination (status quo)",10,0
"100 head, R0 2","No vaccination (status quo)",11,0
"100 head, R0 2","No vaccination (status quo)",12,0
"100 head, R0 2","No vaccination (status quo)",13,0
"100 head, R0 2","No vaccination (status quo)",14,0
"100 head, R0 2","No vaccination (status quo)",15,0
"100 head, R0 2","No vaccination (status quo)",16,0
"100 head, R0 2","No vaccination (status quo)",17,0
"100 head, R0 2","No vaccination (status quo)",18,0
"100 head, R0 2","No vaccination (status quo)",19,0
"100 head, R0 2","No vaccination (status quo)",20,0
"100 head, R0 2","No vaccination (status quo)",21,0
"100 head, R0 2","No vaccination (status quo)",22,0
"100 head, R0 2","No vaccination (status quo)",23,0
"100 head, R0 2","No vaccination (status quo)",24,0
"100 head, R0 2","No vaccination (status quo)",25,0
"100 head, R0 2","No vaccination (status quo)",26,0
"100 head, R0 2","No vaccination (status quo)",27,0
"100 head, R0 2","No vaccination (status quo)",28,0
"100 head, R0 2","No vaccination (status quo)",29,0
"100 head, R0 2","No vaccination (status quo)",30,0
"100 head, R0 2","No vaccination (status quo)",31,0
"100 head, R0 2","No vaccination (status quo)",32,0
"100 head, R0 2","No vaccination (status quo)",33,0
"100 head, R0 2","No vaccination (status quo)",34,0
"100 head, R0 2","No vaccination (status quo)",35,0
"100 head, R0 2","No vaccination (status quo)",36,0
"100 head, R0 2","No vaccination (status quo)",37,0
"100 head, R0 2","No vaccination (status quo)",38,0
"100 head, R0 2","No vaccination (status quo)",39,0
"100 head, R0 2","No vaccination (status quo)",40,0
"100 head, R0 2","No vaccination (status quo)",41,0
"100 head, R0 2","No vaccination (status quo)",42,0
"100 head, R0 2","No vaccination (status quo)",43,0
"100 head, R0 2","No vaccination (status quo)",44,0
"100 head, R0 2","No vaccination (status quo)",45,0
"100 head, R0 2","No vaccination (status quo)",46,0
"100 head, R0 2","No vaccination (status quo)",47,0
"100 head, R0 2","No vaccination (status quo)",48,0
"100 head, R0 2","No vaccination (status quo)",49,0
"100 head, R0 2","No vaccination (status quo)",50,0
"100 head, R0 2","No vaccination (status quo)",51,0
"100 head, R0 2","No vaccination (status quo)",52,0
"100 head, R0 2","No vaccination (status quo)",53,0
"100 head, R0 2","No vaccination (status quo)",54,0
"100 head, R0 2","No vaccination (status quo)",55,0
"100 head, R0 2","No vaccination (status quo)",56,0
"100 head, R0 2","No vaccination (status quo)",57,0
"100 head, R0 2","No vaccination (status quo)",58,0
"100 head, R0 2","No vaccination (status quo)",59,0
"100 head, R0 2","No vaccination (status quo)",60,0
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",0,0
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",1,0
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",2,0
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",3,0
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",4,0
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",5,0
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",6,0
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",7,0
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",8,0
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",9,0
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",10,0
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",11,0
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",12,0
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",13,0
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",14,0.00333333333333333
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",15,0.0133333333333333
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",16,0.0233333333333333
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",17,0.04
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",18,0.0733333333333333
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",19,0.13
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",20,0.18
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",21,0.243333333333333
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",22,0.31
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",23,0.386666666666667
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",24,0.463333333333333
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",25,0.52
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",26,0.566666666666667
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",27,0.613333333333333
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",28,0.656666666666667
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",29,0.696666666666667
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",30,0.733333333333333
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",31,0.77
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",32,0.796666666666667
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",33,0.83
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",34,0.856666666666667
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",35,0.89
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",36,0.913333333333333
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",37,0.946666666666667
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",38,0.953333333333333
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",39,0.956666666666667
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",40,0.963333333333333
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",41,0.976666666666667
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",42,0.98
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",43,0.983333333333333
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",44,0.993333333333333
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",45,0.993333333333333
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",46,0.993333333333333
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",47,0.996666666666667
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",48,0.996666666666667
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",49,0.996666666666667
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",50,0.996666666666667
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",51,0.996666666666667
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",52,0.996666666666667
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",53,0.996666666666667
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",54,0.996666666666667
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",55,0.996666666666667
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",56,1
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",57,1
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",58,1
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",59,1
"100 head, R0 2","Lifelong immunity, calves only (paper assumption)",60,1
"100 head, R0 2","18-month immunity, calves only",0,0
"100 head, R0 2","18-month immunity, calves only",1,0
"100 head, R0 2","18-month immunity, calves only",2,0
"100 head, R0 2","18-month immunity, calves only",3,0
"100 head, R0 2","18-month immunity, calves only",4,0
"100 head, R0 2","18-month immunity, calves only",5,0
"100 head, R0 2","18-month immunity, calves only",6,0
"100 head, R0 2","18-month immunity, calves only",7,0
"100 head, R0 2","18-month immunity, calves only",8,0
"100 head, R0 2","18-month immunity, calves only",9,0
"100 head, R0 2","18-month immunity, calves only",10,0
"100 head, R0 2","18-month immunity, calves only",11,0
"100 head, R0 2","18-month immunity, calves only",12,0
"100 head, R0 2","18-month immunity, calves only",13,0
"100 head, R0 2","18-month immunity, calves only",14,0
"100 head, R0 2","18-month immunity, calves only",15,0
"100 head, R0 2","18-month immunity, calves only",16,0
"100 head, R0 2","18-month immunity, calves only",17,0
"100 head, R0 2","18-month immunity, calves only",18,0
"100 head, R0 2","18-month immunity, calves only",19,0
"100 head, R0 2","18-month immunity, calves only",20,0
"100 head, R0 2","18-month immunity, calves only",21,0
"100 head, R0 2","18-month immunity, calves only",22,0
"100 head, R0 2","18-month immunity, calves only",23,0
"100 head, R0 2","18-month immunity, calves only",24,0.00333333333333333
"100 head, R0 2","18-month immunity, calves only",25,0.00333333333333333
"100 head, R0 2","18-month immunity, calves only",26,0.00666666666666667
"100 head, R0 2","18-month immunity, calves only",27,0.01
"100 head, R0 2","18-month immunity, calves only",28,0.01
"100 head, R0 2","18-month immunity, calves only",29,0.01
"100 head, R0 2","18-month immunity, calves only",30,0.01
"100 head, R0 2","18-month immunity, calves only",31,0.01
"100 head, R0 2","18-month immunity, calves only",32,0.0133333333333333
"100 head, R0 2","18-month immunity, calves only",33,0.0166666666666667
"100 head, R0 2","18-month immunity, calves only",34,0.0166666666666667
"100 head, R0 2","18-month immunity, calves only",35,0.02
"100 head, R0 2","18-month immunity, calves only",36,0.0266666666666667
"100 head, R0 2","18-month immunity, calves only",37,0.0366666666666667
"100 head, R0 2","18-month immunity, calves only",38,0.0366666666666667
"100 head, R0 2","18-month immunity, calves only",39,0.04
"100 head, R0 2","18-month immunity, calves only",40,0.0433333333333333
"100 head, R0 2","18-month immunity, calves only",41,0.0433333333333333
"100 head, R0 2","18-month immunity, calves only",42,0.0466666666666667
"100 head, R0 2","18-month immunity, calves only",43,0.0466666666666667
"100 head, R0 2","18-month immunity, calves only",44,0.05
"100 head, R0 2","18-month immunity, calves only",45,0.0533333333333333
"100 head, R0 2","18-month immunity, calves only",46,0.0533333333333333
"100 head, R0 2","18-month immunity, calves only",47,0.0566666666666667
"100 head, R0 2","18-month immunity, calves only",48,0.0633333333333333
"100 head, R0 2","18-month immunity, calves only",49,0.0666666666666667
"100 head, R0 2","18-month immunity, calves only",50,0.07
"100 head, R0 2","18-month immunity, calves only",51,0.07
"100 head, R0 2","18-month immunity, calves only",52,0.07
"100 head, R0 2","18-month immunity, calves only",53,0.07
"100 head, R0 2","18-month immunity, calves only",54,0.0766666666666667
"100 head, R0 2","18-month immunity, calves only",55,0.08
"100 head, R0 2","18-month immunity, calves only",56,0.08
"100 head, R0 2","18-month immunity, calves only",57,0.0833333333333333
"100 head, R0 2","18-month immunity, calves only",58,0.0833333333333333
"100 head, R0 2","18-month immunity, calves only",59,0.0866666666666667
"100 head, R0 2","18-month immunity, calves only",60,0.0966666666666667
"100 head, R0 2","18-month immunity, annual whole-herd booster",0,0
"100 head, R0 2","18-month immunity, annual whole-herd booster",1,0
"100 head, R0 2","18-month immunity, annual whole-herd booster",2,0
"100 head, R0 2","18-month immunity, annual whole-herd booster",3,0
"100 head, R0 2","18-month immunity, annual whole-herd booster",4,0
"100 head, R0 2","18-month immunity, annual whole-herd booster",5,0
"100 head, R0 2","18-month immunity, annual whole-herd booster",6,0
"100 head, R0 2","18-month immunity, annual whole-herd booster",7,0
"100 head, R0 2","18-month immunity, annual whole-herd booster",8,0
"100 head, R0 2","18-month immunity, annual whole-herd booster",9,0
"100 head, R0 2","18-month immunity, annual whole-herd booster",10,0
"100 head, R0 2","18-month immunity, annual whole-herd booster",11,0.00333333333333333
"100 head, R0 2","18-month immunity, annual whole-herd booster",12,0.00666666666666667
"100 head, R0 2","18-month immunity, annual whole-herd booster",13,0.0133333333333333
"100 head, R0 2","18-month immunity, annual whole-herd booster",14,0.0233333333333333
"100 head, R0 2","18-month immunity, annual whole-herd booster",15,0.05
"100 head, R0 2","18-month immunity, annual whole-herd booster",16,0.0933333333333333
"100 head, R0 2","18-month immunity, annual whole-herd booster",17,0.136666666666667
"100 head, R0 2","18-month immunity, annual whole-herd booster",18,0.196666666666667
"100 head, R0 2","18-month immunity, annual whole-herd booster",19,0.266666666666667
"100 head, R0 2","18-month immunity, annual whole-herd booster",20,0.34
"100 head, R0 2","18-month immunity, annual whole-herd booster",21,0.416666666666667
"100 head, R0 2","18-month immunity, annual whole-herd booster",22,0.486666666666667
"100 head, R0 2","18-month immunity, annual whole-herd booster",23,0.536666666666667
"100 head, R0 2","18-month immunity, annual whole-herd booster",24,0.6
"100 head, R0 2","18-month immunity, annual whole-herd booster",25,0.633333333333333
"100 head, R0 2","18-month immunity, annual whole-herd booster",26,0.696666666666667
"100 head, R0 2","18-month immunity, annual whole-herd booster",27,0.723333333333333
"100 head, R0 2","18-month immunity, annual whole-herd booster",28,0.763333333333333
"100 head, R0 2","18-month immunity, annual whole-herd booster",29,0.79
"100 head, R0 2","18-month immunity, annual whole-herd booster",30,0.813333333333333
"100 head, R0 2","18-month immunity, annual whole-herd booster",31,0.853333333333333
"100 head, R0 2","18-month immunity, annual whole-herd booster",32,0.88
"100 head, R0 2","18-month immunity, annual whole-herd booster",33,0.9
"100 head, R0 2","18-month immunity, annual whole-herd booster",34,0.91
"100 head, R0 2","18-month immunity, annual whole-herd booster",35,0.923333333333333
"100 head, R0 2","18-month immunity, annual whole-herd booster",36,0.946666666666667
"100 head, R0 2","18-month immunity, annual whole-herd booster",37,0.956666666666667
"100 head, R0 2","18-month immunity, annual whole-herd booster",38,0.96
"100 head, R0 2","18-month immunity, annual whole-herd booster",39,0.963333333333333
"100 head, R0 2","18-month immunity, annual whole-herd booster",40,0.963333333333333
"100 head, R0 2","18-month immunity, annual whole-herd booster",41,0.966666666666667
"100 head, R0 2","18-month immunity, annual whole-herd booster",42,0.976666666666667
"100 head, R0 2","18-month immunity, annual whole-herd booster",43,0.98
"100 head, R0 2","18-month immunity, annual whole-herd booster",44,0.99
"100 head, R0 2","18-month immunity, annual whole-herd booster",45,0.993333333333333
"100 head, R0 2","18-month immunity, annual whole-herd booster",46,0.993333333333333
"100 head, R0 2","18-month immunity, annual whole-herd booster",47,0.996666666666667
"100 head, R0 2","18-month immunity, annual whole-herd booster",48,0.996666666666667
"100 head, R0 2","18-month immunity, annual whole-herd booster",49,1
"100 head, R0 2","18-month immunity, annual whole-herd booster",50,1
"100 head, R0 2","18-month immunity, annual whole-herd booster",51,1
"100 head, R0 2","18-month immunity, annual whole-herd booster",52,1
"100 head, R0 2","18-month immunity, annual whole-herd booster",53,1
"100 head, R0 2","18-month immunity, annual whole-herd booster",54,1
"100 head, R0 2","18-month immunity, annual whole-herd booster",55,1
"100 head, R0 2","18-month immunity, annual whole-herd booster",56,1
"100 head, R0 2","18-month immunity, annual whole-herd booster",57,1
"100 head, R0 2","18-month immunity, annual whole-herd booster",58,1
"100 head, R0 2","18-month immunity, annual whole-herd booster",59,1
"100 head, R0 2","18-month immunity, annual whole-herd booster",60,1
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",0,0
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",1,0
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",2,0
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",3,0
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",4,0
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",5,0
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",6,0
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",7,0
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",8,0
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",9,0
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",10,0
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",11,0
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",12,0.00333333333333333
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",13,0.01
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",14,0.03
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",15,0.0433333333333333
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",16,0.07
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",17,0.113333333333333
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",18,0.166666666666667
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",19,0.22
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",20,0.296666666666667
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",21,0.363333333333333
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",22,0.423333333333333
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",23,0.483333333333333
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",24,0.56
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",25,0.64
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",26,0.703333333333333
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",27,0.76
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",28,0.786666666666667
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",29,0.826666666666667
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",30,0.853333333333333
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",31,0.883333333333333
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",32,0.92
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",33,0.93
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",34,0.94
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",35,0.95
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",36,0.956666666666667
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",37,0.963333333333333
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",38,0.966666666666667
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",39,0.97
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",40,0.976666666666667
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",41,0.986666666666667
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",42,0.99
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",43,0.993333333333333
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",44,1
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",45,1
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",46,1
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",47,1
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",48,1
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",49,1
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",50,1
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",51,1
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",52,1
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",53,1
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",54,1
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",55,1
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",56,1
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",57,1
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",58,1
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",59,1
"100 head, R0 2","18-month immunity, six-monthly whole-herd booster",60,1
"100 head, R0 3","No vaccination (status quo)",0,0
"100 head, R0 3","No vaccination (status quo)",1,0
"100 head, R0 3","No vaccination (status quo)",2,0
"100 head, R0 3","No vaccination (status quo)",3,0
"100 head, R0 3","No vaccination (status quo)",4,0
"100 head, R0 3","No vaccination (status quo)",5,0
"100 head, R0 3","No vaccination (status quo)",6,0
"100 head, R0 3","No vaccination (status quo)",7,0
"100 head, R0 3","No vaccination (status quo)",8,0
"100 head, R0 3","No vaccination (status quo)",9,0
"100 head, R0 3","No vaccination (status quo)",10,0
"100 head, R0 3","No vaccination (status quo)",11,0
"100 head, R0 3","No vaccination (status quo)",12,0
"100 head, R0 3","No vaccination (status quo)",13,0
"100 head, R0 3","No vaccination (status quo)",14,0
"100 head, R0 3","No vaccination (status quo)",15,0
"100 head, R0 3","No vaccination (status quo)",16,0
"100 head, R0 3","No vaccination (status quo)",17,0
"100 head, R0 3","No vaccination (status quo)",18,0
"100 head, R0 3","No vaccination (status quo)",19,0
"100 head, R0 3","No vaccination (status quo)",20,0
"100 head, R0 3","No vaccination (status quo)",21,0
"100 head, R0 3","No vaccination (status quo)",22,0
"100 head, R0 3","No vaccination (status quo)",23,0
"100 head, R0 3","No vaccination (status quo)",24,0
"100 head, R0 3","No vaccination (status quo)",25,0
"100 head, R0 3","No vaccination (status quo)",26,0
"100 head, R0 3","No vaccination (status quo)",27,0
"100 head, R0 3","No vaccination (status quo)",28,0
"100 head, R0 3","No vaccination (status quo)",29,0
"100 head, R0 3","No vaccination (status quo)",30,0
"100 head, R0 3","No vaccination (status quo)",31,0
"100 head, R0 3","No vaccination (status quo)",32,0
"100 head, R0 3","No vaccination (status quo)",33,0
"100 head, R0 3","No vaccination (status quo)",34,0
"100 head, R0 3","No vaccination (status quo)",35,0
"100 head, R0 3","No vaccination (status quo)",36,0
"100 head, R0 3","No vaccination (status quo)",37,0
"100 head, R0 3","No vaccination (status quo)",38,0
"100 head, R0 3","No vaccination (status quo)",39,0
"100 head, R0 3","No vaccination (status quo)",40,0
"100 head, R0 3","No vaccination (status quo)",41,0
"100 head, R0 3","No vaccination (status quo)",42,0
"100 head, R0 3","No vaccination (status quo)",43,0
"100 head, R0 3","No vaccination (status quo)",44,0
"100 head, R0 3","No vaccination (status quo)",45,0
"100 head, R0 3","No vaccination (status quo)",46,0
"100 head, R0 3","No vaccination (status quo)",47,0
"100 head, R0 3","No vaccination (status quo)",48,0
"100 head, R0 3","No vaccination (status quo)",49,0
"100 head, R0 3","No vaccination (status quo)",50,0
"100 head, R0 3","No vaccination (status quo)",51,0
"100 head, R0 3","No vaccination (status quo)",52,0
"100 head, R0 3","No vaccination (status quo)",53,0
"100 head, R0 3","No vaccination (status quo)",54,0
