"R0","N","schedule","p_free_20","p_free_50","se_free_20","se_free_50","p_extinct","se_mp20","se_mp50","mp20","mp50","reps"
8,20,"18-month immunity, calves only",0.005,0.019,0.00157718102955875,0.00305278561317365,0,0.00119461040613549,0.00127402683159188,0.659456363697909,0.629893440003125,2000
8,20,"18-month immunity, six-monthly whole-herd booster",0.2175,0.918,0.00922479674572833,0.00613498166256428,0,0.00193277907974942,0.00143566131350577,0.434695486662566,0.207108181784895,2000
8,20,"Lifelong immunity, calves only (paper assumption)",0.2025,0.915,0.00898592649647214,0.00623598428477814,0,0.00188648637272534,0.00141032572293757,0.440006667033434,0.209637674167152,2000
8,20,"No vaccination (status quo)",0,0,0,0,0,0.000435256829165917,0.000292787550763025,0.868122137972556,0.866810953719587,2000
8,50,"18-month immunity, annual whole-herd booster",0.0145,0.66,0.00267298989897081,0.0105924501414923,0,0.00122504793524738,0.00105933531139284,0.453995789037845,0.230728261246297,2000
8,50,"18-month immunity, calves only",0,0,0,0,0,0.000593740050992752,0.000402552470227848,0.671023402038414,0.648958514548111,2000
8,50,"18-month immunity, six-monthly whole-herd booster",0.0145,0.7085,0.00267298989897081,0.010161883437631,0,0.00121919611441324,0.00102113121099637,0.447590680468821,0.224132357707013,2000
8,50,"Lifelong immunity, calves only (paper assumption)",0.017,0.709,0.00289058817544112,0.0101567465263243,0,0.00119393075913169,0.000993433095590542,0.454591698486098,0.226986332420312,2000
8,50,"No vaccination (status quo)",0,0,0,0,0,0.00025368753541164,0.000168697564498971,0.872389925236411,0.872338647074692,2000
8,100,"18-month immunity, annual whole-herd booster",0,0.408,0,0.0109894494857568,0,0.000843326834100564,0.00075561140934027,0.45791024741711,0.236950789419894,2000
8,100,"18-month immunity, calves only",0,0,0,0,0,0.000409703630363404,0.000279393452092072,0.67373864309133,0.652838569534,2000
8,100,"18-month immunity, six-monthly whole-herd booster",0,0.4495,0,0.0111231683885483,0,0.00086650140559584,0.000752700105779855,0.451847413558631,0.229056674544878,2000
8,100,"Lifelong immunity, calves only (paper assumption)",5e-04,0.433,0.000499874984371093,0.0110795081118252,0,0.000829966729942831,0.000727556894458856,0.458746979696812,0.232860868067331,2000
8,100,"No vaccination (status quo)",0,0,0,0,0,0.000170373865661312,0.000113771162294121,0.873936232906643,0.873768406435938,2000
8,200,"18-month immunity, annual whole-herd booster",0,0.1395,0,0.00774724951192357,0,0.00060268657025077,0.000569299009917093,0.46104276706435,0.24170800323552,2000
8,200,"18-month immunity, calves only",0,0,0,0,0,0.000280222404724467,0.0001913597547171,0.674482323830824,0.65419448195423,2000
8,200,"18-month immunity, six-monthly whole-herd booster",0,0.1735,0,0.00846751882194542,0,0.000600292918612248,0.000534852190513306,0.452851610348892,0.233608266970595,2000
8,200,"Lifelong immunity, calves only (paper assumption)",0,0.1625,0,0.00824905297594821,0,0.000586146446576929,0.000535099900262141,0.458758139875627,0.236373816896775,2000
8,200,"No vaccination (status quo)",0,0,0,0,0,0.000122997014712887,7.84334640519079e-05,0.874168498253224,0.874269157645978,2000
