"beta" "eff_S" "eff_I"
0.00941202886704967 0.532892634021018 0.715160944970681
0.00922549451766025 0.600666068900974 0.715363694243405
0.0116504947973456 0.491658097095618 0.799394299245771
0.00727153419545159 0.730558201503279 0.790565823858003
0.00859476250105348 0.529806523977472 0.800045223924333
0.00856275507078737 0.599210996677177 0.764112670749833
0.0095701160411768 0.504824581220402 0.720517095642861
0.010172373336402 0.58135070725403 0.664130129857244
0.00572166803352278 0.587577436219627 0.725722823873647
0.00682318344614809 0.594629234366778 0.778840715528269
0.00666795718911548 0.403160497763266 0.862895140004768
0.00913034990303382 0.568294387603063 0.503395083025205
0.00867901293494044 0.557103042878016 0.77540401381397
0.010869400510011 0.680040692289265 0.615952875645476
0.006456861251528 0.522354405704374 0.690821098601144
0.00924230831871491 0.444530673749419 0.728557222572977
0.00808959166175581 0.478465950321113 0.662918712317355
0.00638452109920709 0.622420427679115 0.571141994348304
0.00811962498217742 0.483191551155908 0.81819622833379
0.00529723154875328 0.705903891483801 0.764026982956837
0.00567871388853134 0.623405765053096 0.787733358376517
0.00630770469000976 0.633802984926084 0.844951120893569
0.00913620488837987 0.598545721694454 0.903949688971184
0.00810310353126797 0.48542914554022 0.720584043494397
0.00913307091874857 0.414512582553075 0.588719464737985
0.00814797111733218 0.37944505656415 0.700131800766302
0.00713707715605673 0.604030668465514 0.579283842583167
0.00793539012234435 0.538903471172808 0.693150073171543
0.00796728209927555 0.464998089669136 0.892625711062021
0.00789528228851906 0.553359799191715 0.644198890026358
0.00956799713792305 0.55436540796207 0.778372341568591
0.00960617218287599 0.655661246098219 0.832110999344028
0.0089489137807033 0.405029179456966 0.774374523757532
0.008000369307283 0.54245185819126 0.76191521219955
0.00973656060209495 0.505703934360767 0.803879755070157
0.00897876552857515 0.420815118030604 0.783757889142397
0.00699300044810551 0.724473405306243 0.860429734389908
0.0115221312960371 0.408709087422077 0.792720018611075
0.0071996303100694 0.437182768333887 0.795643155874603
0.00533425252824688 0.655166416720082 0.741664919832322
0.00770335427070296 0.625730652331124 0.809624138297165
0.00867038973075772 0.458923412622034 0.718608444881896
0.0073397191491255 0.527320765860193 0.833759684923491
0.00684326518208677 0.693392446721325 0.714272811590216
0.0113601342601845 0.504061451337928 0.740691524370949
0.00612496164378666 0.512322997112723 0.739345686357506
0.00806233831432263 0.556174308330421 0.779899512011249
0.00997823985230586 0.598394140210772 0.828277625807453
0.00753498805619442 0.571435035935051 0.824217512701303
0.00477248749976536 0.572123134798369 0.824395842630573
0.00717278160194887 0.584333694582454 0.735039747361953
0.00912021723065565 0.586739384826011 0.759208710403963
0.00647450323541743 0.33556788489071 0.826247519598698
0.0123313805345282 0.695796109578313 0.388670458075496
0.00699048165182001 0.696261104111346 0.625034739852746
0.00933962452815991 0.622105897993008 0.754369108114592
0.00867191856533629 0.650233625823783 0.703548063561369
0.00840753096506514 0.524840539424104 0.840700722739905
0.00938086453006625 0.656700978783304 0.744102393567097
0.00933800055175974 0.526024039900162 0.713157690033587
0.00724317984873019 0.3976264193277 0.676872907070647
0.00776718895122168 0.468092509236321 0.809933298726227
0.00798881083419673 0.412355857400586 0.890108509855392
0.00704447791553981 0.446587204098601 0.802891489804483
0.0116583816320155 0.56056050308218 0.610254871288239
0.00872941813914798 0.656758916666912 0.818300061975965
